train_loss,valid_loss,train_acc,valid_acc
0.096708758479057,0.20895661394577472,0.97290625,0.924375
0.08835534355300478,0.14112552983919158,0.97296875,0.943125
0.08621552152179356,0.12226500672055408,0.97290625,0.956875
0.08143440675159218,0.1952183781377971,0.973625,0.930625
0.0791861536653596,0.19202552355127409,0.9739375,0.939375
0.0729599988067057,0.13595642413245515,0.9758125,0.950625
0.07432833111469518,0.20387529466301202,0.97625,0.91375
0.06648265556585102,0.06919769264874048,0.97803125,0.97
0.05282927665430907,0.07205104777007364,0.9824375,0.97375
0.043738280876998034,0.05522085078773671,0.98646875,0.975625
0.04774731115992472,0.11358483979973244,0.9855625,0.96375
0.040424711092349755,0.07137694870034465,0.987,0.975
0.04353372055188811,0.06346347873863124,0.987125,0.975625
0.03886926745295204,0.07216702034464106,0.987875,0.9725
0.037959141175655534,0.04473931913518754,0.98759375,0.984375
0.032076485691904966,0.04564449119628989,0.98928125,0.985
0.02911663409711582,0.03888521891964047,0.99059375,0.981875
0.02738078275878979,0.04211695293044613,0.9918125,0.98375
0.025842266408592877,0.04407355650769205,0.99128125,0.9825
0.030952739284457492,0.03166608204315707,0.98990625,0.988125
0.029891959745817303,0.034675269963790924,0.99046875,0.985625
0.021030721165047908,0.047573186335412174,0.9931875,0.983125
0.02054502192519476,0.04310005870498571,0.99340625,0.985625
0.024192646058263562,0.03427533788419396,0.99175,0.988125
0.025230133721964195,0.028523616289226082,0.9921875,0.99
0.020237220760845047,0.022948981739800728,0.99396875,0.9925
0.023889203196691824,0.027259650192099798,0.9925,0.99
0.017769415873498475,0.018990744813636412,0.99375,0.9925
0.015887816569994356,0.022562353888733924,0.99478125,0.991875
0.016919882020808585,0.02467006212676097,0.99446875,0.993125
0.013262468336518169,0.01651049778173956,0.99571875,0.99375
0.011852029927980595,0.023721746020221417,0.9973125,0.99375
0.01631887643970231,0.014455285006279154,0.9948125,0.996875
0.017362502623446973,0.02227152057690546,0.99421875,0.99125
0.014654586067936293,0.02319420404777702,0.99540625,0.99125
0.01684180788392132,0.022803178807967017,0.995,0.98875
0.012703991755660695,0.01571594345105268,0.99596875,0.9925
0.010632869227659852,0.021374086642155135,0.9965,0.9925
0.011121448647152704,0.01931045843035463,0.99653125,0.993125
0.01247129348763832,0.016201834809622256,0.99590625,0.995
0.009644020346771868,0.013311649550066704,0.99671875,0.994375
0.010584824732995345,0.01464393864179783,0.9966875,0.995
0.011932921579602579,0.01471269654106436,0.996125,0.995625
0.012642071255798214,0.009837372377041902,0.9955625,0.996875
0.009958376800538304,0.01403621139709344,0.99684375,0.995625
0.012774605794214636,0.011371081439950217,0.9958125,0.995
0.007853031752636639,0.014265407004396593,0.99753125,0.995
0.010089277141413333,0.011817245310948011,0.9968125,0.995625
0.00920934721802098,0.008331322605531568,0.99690625,0.99625
0.011539315136198752,0.006351993479009934,0.996,0.9975
