train_loss,valid_loss,train_acc,valid_acc
8.349627170085906,8.25045014001429,0.4815,0.488125
8.61512204569578,8.25045014001429,0.4655,0.488125
8.333055378317834,8.25045014001429,0.483,0.488125
8.88912966543436,8.25045014001429,0.4485,0.488125
8.236346806645393,8.25045014001429,0.489,0.488125
7.8172763293981555,8.25045014001429,0.515,0.488125
8.494236331105233,8.25045014001429,0.473,0.488125
8.059047758579254,8.25045014001429,0.5,0.488125
8.099342996776103,8.25045014001429,0.4975,0.488125
8.244405854284762,8.25045014001429,0.4885,0.488125
7.776981091201305,8.25045014001429,0.5175,0.488125
7.591622995495796,8.25045014001429,0.529,0.488125
7.978457282185555,8.25045014001429,0.505,0.488125
7.567445852577686,8.25045014001429,0.5305,0.488125
7.511032519102097,8.25045014001429,0.534,0.488125
7.930102996349334,8.25045014001429,0.508,0.488125
7.865630615234375,8.25045014001429,0.512,0.488125
8.284701092481614,8.25045014001429,0.486,0.488125
7.897866805791855,8.25045014001429,0.51,0.488125
7.720567757725716,8.25045014001429,0.521,0.488125
7.728626805365086,8.25045014001429,0.5205,0.488125
8.663476331532001,8.25045014001429,0.4625,0.488125
7.873689662873745,8.25045014001429,0.5115,0.488125
7.760862995922565,8.25045014001429,0.5185,0.488125
7.704449662446976,8.25045014001429,0.522,0.488125
8.470059188187122,8.25045014001429,0.4745,0.488125
8.139638234972955,8.25045014001429,0.495,0.488125
7.8011582341194154,8.25045014001429,0.516,0.488125
7.768922043561935,8.25045014001429,0.518,0.488125
8.542590616941451,8.25045014001429,0.47,0.488125
7.9623391869068145,8.25045014001429,0.506,0.488125
8.453941092908382,8.25045014001429,0.4755,0.488125
7.696390614807606,8.25045014001429,0.5225,0.488125
8.292760140120983,8.25045014001429,0.4855,0.488125
7.922043948709964,8.25045014001429,0.5085,0.488125
7.551327757298947,8.25045014001429,0.5315,0.488125
8.502295378744602,8.25045014001429,0.4725,0.488125
7.430442042708397,8.25045014001429,0.539,0.488125
8.316937283039094,8.25045014001429,0.484,0.488125
8.091283949136734,8.25045014001429,0.498,0.488125
8.187992520809173,8.25045014001429,0.492,0.488125
8.010693472743034,8.25045014001429,0.503,0.488125
7.946221091628074,8.25045014001429,0.507,0.488125
7.922043948709964,8.25045014001429,0.5085,0.488125
8.163815377891064,8.25045014001429,0.4935,0.488125
8.518413474023342,8.25045014001429,0.4715,0.488125
7.873689662873745,8.25045014001429,0.5115,0.488125
8.147697282612324,8.25045014001429,0.4945,0.488125
8.236346806645393,8.25045014001429,0.489,0.488125
8.010693472743034,8.25045014001429,0.503,0.488125
