train_loss,valid_loss,train_acc,valid_acc
0.22843637567490804,4.02812852926731,0.8955,0.5075
0.24746181891317245,0.8894821070387025,0.891,0.54125
0.2699993424974964,1.5494656218629546,0.876,0.5225
0.29187216271279615,2.7183627205928995,0.871,0.52375
0.3017731781236362,1.857407036861068,0.8645,0.565625
0.2835877819501329,1.3768271216336097,0.873,0.489375
0.25168952100665776,1.2230245448286887,0.873,0.534375
0.24838778623804683,2.5163663482630305,0.878,0.470625
0.25800591409869955,2.085993435826731,0.878,0.515625
0.24151208907319233,1.512572501838414,0.878,0.526875
0.24723672267887742,1.7847288826218417,0.888,0.53875
0.2438418625742197,1.3890559731524683,0.879,0.52
0.241834233718575,2.099254541247068,0.8855,0.48375
0.23578564967220883,1.7124209493576086,0.879,0.496875
0.2731999380511697,1.500168038172651,0.8815,0.514375
0.2721052853676956,1.7026208755439396,0.873,0.506875
0.26710013979976066,1.536402428147191,0.8755,0.515
0.24590384236525278,1.6673248986022893,0.883,0.523125
0.35416326635796574,1.5691821041804366,0.864,0.515
0.35606774704810235,1.3908947137331722,0.867,0.525
0.33675461205886675,1.4459275337257673,0.871,0.52
0.34459720215993,1.399935222929759,0.863,0.5375
0.4980417101830244,1.4266850914434839,0.7815,0.538125
0.5029133774498478,1.463679374312869,0.7675,0.531875
0.456512035056483,1.3042262626094214,0.8015,0.55
0.4487236452433281,1.319689312029425,0.796,0.5325
0.6131987144956366,1.2509431910378992,0.7,0.54125
0.5663209340067115,1.2910280438990807,0.743,0.529375
0.5294781971445773,1.2514055556148953,0.75,0.520625
0.5209030338153243,1.2103692743919219,0.753,0.541875
0.686196244576946,1.2488229032465554,0.6435,0.54375
0.7083574694497511,1.381457789513665,0.622,0.53875
0.6901921744043938,1.4019841308489043,0.6315,0.524375
0.7033838320628274,1.2936981927725584,0.623,0.546875
0.7719778300989419,1.3472207137119683,0.579,0.5275
0.8645903608491644,1.2205702281994786,0.5005,0.550625
0.7611160585349426,1.4168349422770787,0.565,0.526875
0.7556933271056041,1.262618455895836,0.571,0.53875
0.773240603433922,1.3752294257031514,0.557,0.52
0.8039263899633661,1.2840901007590053,0.517,0.544375
0.7447645762600005,1.2929319630806857,0.5535,0.530625
0.8323256570156664,1.2935732253733903,0.523,0.539375
0.7704392693671398,1.3822369913259929,0.578,0.52375
0.7647519007455558,1.2546566643598251,0.585,0.53
0.8205376375485212,1.2603798771020465,0.5185,0.555
0.822618943492882,1.28674179463796,0.5445,0.538125
0.7972846762314438,1.3000153994634882,0.532,0.524375
0.7838855872596614,1.3579034482529957,0.5495,0.53
0.8795274342168122,1.2082983707502672,0.483,0.546875
0.8197176169790328,1.216043709603916,0.525,0.545625
