train_loss,valid_loss,train_acc,valid_acc
0.27730381609988397,0.7709875696897507,0.88821875,0.62
0.26267615756276064,0.8686843365430832,0.8925,0.6275
0.2661302255704068,0.7857103368639946,0.895125,0.620625
0.2905594073566608,0.8445336818695068,0.88553125,0.62
0.298193183906842,0.815408909022808,0.88640625,0.62
0.31734152608644217,0.792686039507389,0.87703125,0.63625
0.3329652114426717,0.7980633252859115,0.87125,0.609375
0.3306054274654016,0.9354348078370094,0.8725,0.56375
0.33317739722318945,0.8070082104206086,0.87221875,0.6275
0.34936770654283467,0.7653159087896347,0.8631875,0.64625
0.32006796402297916,0.7774420875310898,0.87784375,0.615
0.3060034416243434,0.7693425852060318,0.8846875,0.646875
0.3074764674324542,0.7737283772230148,0.8834375,0.651875
0.31401628310978413,0.7798182478547097,0.88165625,0.62125
0.34263072203099726,0.7247013702988625,0.86759375,0.68125
0.34419325697049497,0.7364034846425056,0.8661875,0.64875
0.33649493537284436,0.7156893414258957,0.86990625,0.655625
0.3386261518187821,0.7087601500749589,0.86790625,0.65
0.3438301993180066,0.7366309049725532,0.86821875,0.6375
0.3437855823542923,0.7395071798563003,0.8640625,0.64375
0.3343696077149361,0.7308456674218178,0.87128125,0.65875
0.3347976368255913,0.709712875932455,0.8698125,0.66875
0.3909904958698899,0.6839919349551201,0.84096875,0.669375
0.3711498998478055,0.7009202182292938,0.851625,0.664375
0.37554092103987935,0.662785447537899,0.8486875,0.666875
0.36921803376823664,0.7063016122579575,0.8503125,0.66125
0.36301092806085944,0.7380405412614346,0.856375,0.65
0.36643475978821516,0.7039510636031627,0.8548125,0.67
0.36059766736067833,0.7153407272696495,0.85696875,0.669375
0.4235277701690793,0.6479266124963761,0.8216875,0.676875
0.4315123363472521,0.6291196009516716,0.81284375,0.683125
0.4237727144919336,0.6301703000068665,0.81815625,0.684375
0.42424502386525276,0.669125611782074,0.8164375,0.67625
0.4172398791462183,0.6363110709190368,0.82175,0.67625
0.4172621244713664,0.6514654612541199,0.82125,0.66875
0.47990350080654026,0.5899730825424194,0.77859375,0.69875
0.46954925617203114,0.5681547500193119,0.78546875,0.701875
0.48125653601437807,0.5943561732769013,0.7744375,0.69
0.4815137962475419,0.5963255952298642,0.77384375,0.689375
0.4744155224040151,0.5872755357623101,0.7825,0.68625
0.47123973064124586,0.5805547788739205,0.78046875,0.69625
0.5297485952675343,0.5694570276141167,0.7386875,0.6925
0.5250966829434037,0.5641012245416641,0.74025,0.718125
0.5254821371287107,0.5526632922887802,0.73934375,0.705
0.5211242348328233,0.5508998316526413,0.74071875,0.711875
0.5151020978242159,0.5532240368425846,0.751875,0.71125
0.5211045566275716,0.560020299255848,0.74121875,0.714375
0.5193952860161662,0.5490876036882401,0.7393125,0.719375
0.5068599495962263,0.5463497531414032,0.7521875,0.714375
0.5103059590831399,0.5444270491600036,0.7499375,0.71625
