train_loss,valid_loss,train_acc,valid_acc
8.34934932616353,8.018752520382405,0.482,0.5025
7.833394424676895,8.018752520382405,0.514,0.5025
8.445882045269013,8.018752520382405,0.476,0.5025
7.575504900217056,8.018752520382405,0.53,0.5025
8.034870615661145,8.018752520382405,0.5015,0.5025
8.220228711366653,8.018752520382405,0.49,0.5025
7.889807758152485,8.018752520382405,0.5105,0.5025
7.9623391869068145,8.018752520382405,0.506,0.5025
8.711830617368221,8.018752520382405,0.4595,0.5025
8.018752520382405,8.018752520382405,0.5025,0.5025
7.938162043988704,8.018752520382405,0.5075,0.5025
7.897866805791855,8.018752520382405,0.51,0.5025
8.397527759432792,8.018752520382405,0.479,0.5025
7.6480363289713855,8.018752520382405,0.5255,0.5025
8.034870615661145,8.018752520382405,0.5015,0.5025
8.075165853857994,8.018752520382405,0.499,0.5025
7.688331567168236,8.018752520382405,0.523,0.5025
7.849512519955635,8.018752520382405,0.513,0.5025
8.171874425530433,8.018752520382405,0.493,0.5025
8.179933473169804,8.018752520382405,0.4925,0.5025
8.478118235826493,8.018752520382405,0.474,0.5025
7.8172763293981555,8.018752520382405,0.515,0.5025
7.591622995495796,8.018752520382405,0.529,0.5025
8.292760140120983,8.018752520382405,0.4855,0.5025
7.712508710086346,8.018752520382405,0.5215,0.5025
8.349173473596572,8.018752520382405,0.482,0.5025
7.575504900217056,8.018752520382405,0.53,0.5025
7.8172763293981555,8.018752520382405,0.515,0.5025
8.236346806645393,8.018752520382405,0.489,0.5025
8.437822997629642,8.018752520382405,0.4765,0.5025
8.139638234972955,8.018752520382405,0.495,0.5025
8.091283949136734,8.018752520382405,0.498,0.5025
7.849512519955635,8.018752520382405,0.513,0.5025
7.744744900643825,8.018752520382405,0.5195,0.5025
7.398205852150917,8.018752520382405,0.541,0.5025
7.897866805791855,8.018752520382405,0.51,0.5025
8.163815377891064,8.018752520382405,0.4935,0.5025
8.590944902777672,8.018752520382405,0.467,0.5025
8.300819187760354,8.018752520382405,0.485,0.5025
7.4949144238233565,8.018752520382405,0.535,0.5025
8.421704902350903,8.018752520382405,0.4775,0.5025
8.228287759006024,8.018752520382405,0.4895,0.5025
8.574826807498932,8.018752520382405,0.468,0.5025
8.059047758579254,8.018752520382405,0.5,0.5025
8.365291568875312,8.018752520382405,0.481,0.5025
8.187992520809173,8.018752520382405,0.492,0.5025
8.115461092054844,8.018752520382405,0.4965,0.5025
8.204110616087913,8.018752520382405,0.491,0.5025
7.897866805791855,8.018752520382405,0.51,0.5025
7.978457282185555,8.018752520382405,0.505,0.5025
