Session,stimuli_type,att_type,stimuli_time,Condition,y,subj_id
2,2,1,1200,4,0.229343176456405,22
1,1,2,1200,5,0.617630308924705,22
2,1,2,1200,6,0.30846277006262,22
1,2,2,1200,7,0.417537166228082,22
2,2,2,1200,8,0.163278293194422,22
1,1,3,1200,9,0.576449874057865,22
2,1,3,1200,10,0.457240260554436,22
1,2,3,1200,11,0.470699997018899,22
2,2,3,1200,12,0.295844934280309,22
1,1,1,1300,1,0.822153446385461,22
2,1,1,1300,2,0.431186108132793,22
1,2,1,1300,3,0.626728913904199,22
2,2,1,1300,4,0.278100021063767,22
1,1,2,1300,5,0.730276280842239,22
2,1,2,1300,6,0.389715638194901,22
1,2,2,1300,7,0.502782147625297,22
2,2,2,1300,8,0.209660426862353,22
1,1,3,1300,9,0.691504694751132,22
2,1,3,1300,10,0.546952748818668,22
1,2,3,1300,11,0.571013350089293,22
2,2,3,1300,12,0.355525943165613,22
1,1,1,1400,1,0.912204893746252,22
2,1,1,1400,2,0.505463294497877,22
1,2,1,1400,3,0.69019367230878,22
2,2,1,1400,4,0.325510259230369,22
1,1,2,1400,5,0.819891184095188,22
2,1,2,1400,6,0.464070458613428,22
1,2,2,1400,7,0.572732429643365,22
2,2,2,1400,8,0.253876863020696,22
1,1,3,1400,9,0.786768758556245,22
2,1,3,1400,10,0.624910067406312,22
1,2,3,1400,11,0.654969833564843,22
2,2,3,1400,12,0.406643951956913,22
1,1,1,1500,1,0.972260602222338,22
2,1,1,1500,2,0.568196892909768,22
1,2,1,1500,3,0.732530054362268,22
2,2,1,1500,4,0.368828655840246,22
1,1,2,1500,5,0.880541368271245,22
2,1,2,1500,6,0.526251519381879,22
1,2,2,1500,7,0.622700587058767,22
2,2,2,1500,8,0.293083884032108,22
1,1,3,1500,9,0.855614661728336,22
2,1,3,1500,10,0.685547500469426,22
1,2,3,1500,11,0.716482469244343,22
2,2,3,1500,12,0.445723898055363,22
1,1,1,1600,1,1,22
2,1,1,1600,2,0.615703694589057,22
1,2,1,1600,3,0.752596408424473,22
2,2,1,1600,4,0.40583275329936,22
1,1,2,1600,5,0.909992552724054,22
2,1,2,1600,6,0.572729575764592,22
1,2,2,1600,7,0.650823567001168,22
2,2,2,1600,8,0.325437699689495,22
1,1,3,1600,9,0.894782609567315,22
2,1,3,1600,10,0.725522411019045,22
1,2,3,1600,11,0.752561463401438,22
2,2,3,1600,12,0.471177220298112,22
1,1,1,400,1,0.0813437572097212,26
2,1,1,400,2,0.0915100124773441,26
1,2,1,400,3,0.0735558216184624,26
2,2,1,400,4,0.100201742584447,26
1,1,2,400,5,0.0167226697558975,26
2,1,2,400,6,0.0167075651202015,26
1,2,2,400,7,0.0166649517717827,26
2,2,2,400,8,0.063451598751114,26
1,1,3,400,9,0.0744864430200443,26
2,1,3,400,10,0.0936038677700688,26
1,2,3,400,11,0.0284391814415846,26
2,2,3,400,12,0.10031609598765,26
1,1,1,500,1,0.0741052933223944,26
2,1,1,500,2,0.153988582807378,26
1,2,1,500,3,0.0720606292883808,26
2,2,1,500,4,0.170888248504961,26
1,1,2,500,5,0.000264127319389758,26
2,1,2,500,6,0.0885436634081092,26
1,2,2,500,7,0,26
2,2,2,500,8,0.145861539873196,26
1,1,3,500,9,0.0731287490328085,26
2,1,3,500,10,0.159074833428613,26
1,2,3,500,11,0.017395608841207,26
2,2,3,500,12,0.169990701898375,26
1,1,1,600,1,0.0959596417669016,26
2,1,1,600,2,0.244888273898538,26
1,2,1,600,3,0.100286820649236,26
2,2,1,600,4,0.267909259035063,26
1,1,2,600,5,0.0165403164784539,26
2,1,2,600,6,0.192815535773501,26
1,2,2,600,7,0.0165689200372945,26
2,2,2,600,8,0.257289017487893,26
1,1,3,600,9,0.100307356870102,26
2,1,3,600,10,0.252800399672631,26
1,2,3,600,11,0.0373434710882824,26
2,2,3,600,12,0.266203519412859,26
1,1,1,700,1,0.149280505206909,26
2,1,1,700,2,0.35833799107858,26
1,2,1,700,3,0.159912574456048,26
2,2,1,700,4,0.384525594178261,26
1,1,2,700,5,0.0687220891818661,26
2,1,2,700,6,0.32234609429286,26
1,2,2,700,7,0.0697231303686795,26
2,2,2,700,8,0.389599121125815,26
1,1,3,700,9,0.157170778130651,26
2,1,3,700,10,0.368422886067816,26
1,2,3,700,11,0.0909722130679956,26
2,2,3,700,12,0.382348469642968,26
1,1,1,800,1,0.232796620373586,26
2,1,1,800,2,0.485395378130299,26
1,2,1,800,3,0.248857992058852,26
2,2,1,800,4,0.511367195938975,26
1,1,2,800,5,0.155767086620231,26
2,1,2,800,6,0.466437174076631,26
1,2,2,800,7,0.158458528411334,26
2,2,2,800,8,0.531717894574836,26
1,1,3,800,9,0.241285841077638,26
2,1,3,800,10,0.496527577885966,26
1,2,3,800,11,0.177064611081426,26
2,2,3,800,12,0.509128782656244,26
1,1,1,900,1,0.341392277900052,26
2,1,1,900,2,0.615203561220201,26
1,2,1,900,3,0.361198044857244,26
2,2,1,900,4,0.637675777469693,26
1,1,2,900,5,0.272160619562358,26
2,1,2,900,6,0.612304930717755,26
1,2,2,900,7,0.277100436644906,26
2,2,2,900,8,0.67113899794657,26
1,1,3,900,9,0.346685085786452,26
2,1,3,900,10,0.62589368572491,26
1,2,3,900,11,0.290252276115381,26
2,2,3,900,12,0.635777299770567,26
1,1,1,1000,1,0.466579471976724,26
2,1,1,1000,2,0.736521880909578,26
1,2,1,1000,3,0.487766500306359,26
2,2,1,1000,4,0.752812914718125,26
1,1,2,1000,5,0.408451527407454,26
2,1,2,1000,6,0.746936732011733,26
1,2,2,1000,7,0.41583057567804,26
2,2,2,1000,8,0.795722850948573,26
1,1,3,1000,9,0.464554925683043,26
2,1,3,1000,10,0.745109613243404,26
1,2,3,1000,11,0.421503669858058,26
2,2,3,1000,12,0.751560743877659,26
1,1,1,1100,1,0.597591482712138,26
2,1,1,1100,2,0.839331633639041,26
1,2,1,1100,3,0.617376201154058,26
2,2,1,1100,4,0.847740462920301,26
1,1,2,1100,5,0.552520097526133,26
2,1,2,1100,6,0.858998365672972,26
1,2,2,1100,7,0.562005678577295,26
2,2,2,1100,8,0.895432425945538,26
1,1,3,1100,9,0.584456969567087,26
2,1,3,1100,10,0.844231734184148,26
1,2,3,1100,11,0.559298887228763,26
2,2,3,1100,12,0.847277579721627,26
1,1,1,1200,1,0.722902630266957,26
2,1,1,1200,2,0.916199081873177,26
1,2,1,1200,3,0.738432924283223,26
2,2,1,1200,4,0.916187635810444,26
1,1,2,1200,5,0.691341882441168,26
2,1,2,1200,6,0.940405761606336,26
1,2,2,1200,7,0.70202606760805,26
2,2,2,1200,8,0.96366332337837,26
1,1,3,1200,9,0.695847116241329,26
2,1,3,1200,10,0.91615315205176,26
1,2,3,1200,11,0.691282067270841,26
2,2,3,1200,12,0.91646045191161,26
1,1,1,1300,1,0.831878296156927,26
2,1,1,1300,2,0.963139189824405,26
1,2,1,1300,3,0.84062312707186,26
2,2,1,1300,4,0.955296678828898,26
1,1,2,1300,5,0.812894118467852,26
2,1,2,1300,6,0.987259732900896,26
1,2,2,1300,7,0.823376756608355,26
2,2,2,1300,8,0.997924771536195,26
1,1,3,1300,9,0.789587152122298,26
2,1,3,1300,10,0.957421336727689,26
1,2,3,1300,11,0.806065647920552,26
2,2,3,1300,12,0.956066334294478,26
1,1,1,1400,1,0.916231682940358,26
2,1,1,1400,2,0.979846071837671,26
1,2,1,1400,3,0.916338926827592,26
2,2,1,1400,4,0.965663646148561,26
1,1,2,1400,5,0.907823845368043,26
2,1,2,1400,6,1,26
1,2,2,1400,7,0.916423799171807,26
2,2,2,1400,8,0.999783610963619,26
1,1,3,1400,9,0.859151517597507,26
2,1,3,1400,10,0.968379322689684,26
1,2,3,1400,11,0.894825187683158,26
2,2,3,1400,12,0.966559196022673,26
1,1,1,1500,1,0.971016060458433,26
2,1,1,1500,2,0.969303676301411,26
1,2,1,1500,3,0.961571356168192,26
2,2,1,1500,4,0.950826444603917,26
1,1,2,1500,5,0.970564865452952,26
2,1,2,1500,6,0.982818901945407,26
1,2,2,1500,7,0.975615855124705,26
2,2,2,1500,8,0.974150285186073,26
1,1,3,1500,9,0.901313650869362,26
2,1,3,1500,10,0.952663940224734,26
1,2,3,1500,11,0.95237924907996,26
2,2,3,1500,12,0.951426336556922,26
1,1,1,1600,1,0.994996656490256,26
2,1,1,1600,2,0.936921324125608,26
1,2,1,1600,3,0.976134448164281,26
2,2,1,1600,4,0.916362444799683,26
1,1,2,1600,5,0.99973173269999,26
2,1,2,1600,6,0.942533423576059,26
1,2,2,1600,7,0.999893591289318,26
2,2,2,1600,8,0.928118873698863,26
1,1,3,1600,9,0.916225854427711,26
2,1,3,1600,10,0.916231378149149,26
1,2,3,1600,11,0.977578297501953,26
2,2,3,1600,12,0.916283758543348,26
1,1,1,400,1,0.00785677312461118,27
2,1,1,400,2,0.0150015064736755,27
1,2,1,400,3,0.00802328819365158,27
2,2,1,400,4,0.060799019434055,27
1,1,2,400,5,0,27
2,1,2,400,6,0.0870520677150023,27
1,2,2,400,7,0.00791254958212643,27
2,2,2,400,8,0.00781397920962215,27
1,1,3,400,9,0.0870099198321169,27
2,1,3,400,10,0.220119997722842,27
1,2,3,400,11,0.0871845730827559,27
2,2,3,400,12,0.046377357780926,27
1,1,1,500,1,0.0341229199351113,27
2,1,1,500,2,0.0352686928596613,27
1,2,1,500,3,0.00840789559728415,27
2,2,1,500,4,0.0587304719172277,27
1,1,2,500,5,0.0407699482470586,27
2,1,2,500,6,0.122941163061855,27
1,2,2,500,7,0.0241188771557484,27
2,2,2,500,8,0.0144668677288515,27
1,1,3,500,9,0.13063994747256,27
2,1,3,500,10,0.255902560370287,27
1,2,3,500,11,0.108323732807003,27
2,2,3,500,12,0.0654610252499375,27
1,1,1,600,1,0.0956574225887724,27
2,1,1,600,2,0.0869764201850197,27
1,2,1,600,3,0.0418471650062574,27
2,2,1,600,4,0.0871155044770548,27
1,1,2,600,5,0.117719185894478,27
2,1,2,600,6,0.191145490104782,27
1,2,2,600,7,0.0758202722286084,27
2,2,2,600,8,0.0571122865295891,27
1,1,3,600,9,0.201813344891869,27
2,1,3,600,10,0.317470821203329,27
1,2,3,600,11,0.157630222505927,27
2,2,3,600,12,0.117539254750921,27
1,1,1,700,1,0.190639477735027,27
2,1,1,700,2,0.168933264284282,27
1,2,1,700,3,0.109545964807072,27
2,2,1,700,4,0.147632089683126,27
1,1,2,700,5,0.227318029389082,27
2,1,2,700,6,0.288985526540842,27
1,2,2,700,7,0.162697018513297,27
2,2,2,700,8,0.136390046580575,27
1,1,3,700,9,0.296615582698582,27
2,1,3,700,10,0.402170051232843,27
1,2,3,700,11,0.23409462093549,27
2,2,3,700,12,0.201762594980187,27
1,1,1,800,1,0.312722654217019,27
2,1,1,800,2,0.276049992195747,27
1,2,1,800,3,0.208356976037587,27
2,2,1,800,4,0.237933006208276,27
1,1,2,800,5,0.361476819313684,27
2,1,2,800,6,0.409568629092668,27
1,2,2,800,7,0.279708360395853,27
2,2,2,800,8,0.248054710235477,27
1,1,3,800,9,0.407977159128166,27
2,1,3,800,10,0.503931422315963,27
1,2,3,800,11,0.333158789141827,27
2,2,3,800,12,0.312952614694137,27
1,1,1,900,1,0.45165375661055,27
2,1,1,900,2,0.399771324040197,27
1,2,1,900,3,0.330831886044419,27
2,2,1,900,4,0.351575994128944,27
1,1,2,900,5,0.508468460095156,27
2,1,2,900,6,0.542501802375055,27
1,2,2,900,7,0.417405282058358,27
2,2,2,900,8,0.383162554363352,27
1,1,3,900,9,0.526538055795751,27
2,1,3,900,10,0.613935670135569,27
1,2,3,900,11,0.447053405485302,27
2,2,3,900,12,0.44200773081286,27
1,1,1,1000,1,0.59466236828922,27
2,1,1,1000,2,0.529170428408512,27
1,2,1,1000,3,0.466087967841731,27
2,2,1,1000,4,0.478719731648951,27
1,1,2,1000,5,0.654587503539336,27
2,1,2,1000,6,0.675322629253903,27
1,2,2,1000,7,0.563112851374395,27
2,2,2,1000,8,0.529179235983411,27
1,1,3,1000,9,0.6419565193765,27
2,1,3,1000,10,0.721850592201584,27
1,2,3,1000,11,0.56575665520735,27
2,2,3,1000,12,0.57708177994773,27
1,1,1,1100,1,0.728365288206414,27
2,1,1,1100,2,0.652518199083895,27
1,2,1,1100,3,0.601362202733878,27
2,2,1,1100,4,0.607495010915401,27
1,1,2,1100,5,0.786225841419859,27
2,1,2,1100,6,0.795383000751455,27
1,2,2,1100,7,0.702790554339215,27
2,2,2,1100,8,0.671831270467936,27
1,1,3,1100,9,0.744407504673822,27
2,1,3,1100,10,0.817405712078605,27
1,2,3,1100,11,0.67841884923356,27
2,2,3,1100,12,0.705332358255455,27
1,1,1,1200,1,0.840797433333517,27
2,1,1,1200,2,0.759018756401446,27
1,2,1,1200,3,0.723951730992175,27
2,2,1,1200,4,0.725791991540271,27
1,1,2,1200,5,0.891934774850075,27
2,1,2,1200,6,0.891797911666658,27
1,2,2,1200,7,0.823201737616305,27
2,2,2,1200,8,0.797332150586652,27
1,1,3,1200,9,0.825968618113181,27
2,1,3,1200,10,0.891975888313806,27
1,2,3,1200,11,0.774977064356723,27
2,2,3,1200,12,0.81488818943476,27
1,1,1,1300,1,0.923147892844777,27
2,1,1,1300,2,0.840358414103126,27
1,2,1,1300,3,0.823139054230006,27
2,2,1,1300,4,0.823097023778569,27
1,1,2,1300,5,0.964045256305138,27
2,1,2,1300,6,0.957049388465437,27
1,2,2,1300,7,0.913937204854485,27
2,2,2,1300,8,0.894513423089209,27
1,1,3,1300,9,0.881621617157881,27
2,1,3,1300,10,0.939840234679072,27
1,2,3,1300,11,0.847630251220375,27
2,2,3,1300,12,0.896625224643699,27
1,1,1,1400,1,0.970856946017064,27
2,1,1,1400,2,0.891761730760021,27
1,2,1,1400,3,0.891704338981603,27
2,2,1,1400,4,0.891999470240793,27
1,1,2,1400,5,0.999532251770682,27
2,1,2,1400,6,0.987921866199527,27
1,2,2,1400,7,0.96887144973296,27
2,2,2,1400,8,0.956414367776569,27
1,1,3,1400,9,0.909695855102858,27
2,1,3,1400,10,0.95886575486762,27
1,2,3,1400,11,0.89187650506547,27
2,2,3,1400,12,0.9453890190426,27
1,1,1,1500,1,0.983892813233271,27
2,1,1,1500,2,0.912371440831522,27
1,2,1,1500,3,0.926734265374369,27
2,2,1,1500,4,0.929074396890966,27
1,1,2,1500,5,1,27
2,1,2,1500,6,0.98561393018174,27
1,2,2,1500,7,0.986773720114911,27
2,2,2,1500,8,0.981024219992509,27
1,1,3,1500,9,0.911716224485876,27
2,1,3,1500,10,0.950510780945348,27
1,2,3,1500,11,0.906921914658451,27
2,2,3,1500,12,0.960441722469805,27
1,1,1,1600,1,0.966225881123435,27
2,1,1,1600,2,0.904932041954041,27
1,2,1,1600,3,0.92961396658487,27
2,2,1,1600,4,0.935004531799917,27
1,1,2,1600,5,0.970874566135926,27
2,1,2,1600,6,0.955071033108801,27
1,2,2,1600,7,0.971006324324258,27
2,2,2,1600,8,0.971084679542753,27
1,1,3,1600,9,0.891752033981895,27
2,1,3,1600,10,0.919207105305126,27
1,2,3,1600,11,0.895422539411168,27
2,2,3,1600,12,0.945102779652434,27
1,1,1,400,1,0.0510770515873777,28
2,1,1,400,2,0.0156365830418639,28
1,2,1,400,3,0.0352875110762964,28
2,2,1,400,4,0.0156791890944312,28
1,1,2,400,5,0.0155333703655678,28
2,1,2,400,6,0,28
1,2,2,400,7,0.0155111811485853,28
2,2,2,400,8,0.00709445607956978,28
1,1,3,400,9,0.0284128825898743,28
2,1,3,400,10,0.0154999313349288,28
1,2,3,400,11,0.0620046116996057,28
2,2,3,400,12,0.0465507350613732,28
1,1,1,500,1,0.055967812528899,28
2,1,1,500,2,0.0429751771392198,28
1,2,1,500,3,0.0487665931532367,28
2,2,1,500,4,0.0420074185176547,28
1,1,2,500,5,0.0190957288998821,28
2,1,2,500,6,0.0268234882182139,28
1,2,2,500,7,0.0218948052116885,28
2,2,2,500,8,0.0317472703692347,28
1,1,3,500,9,0.0437247847016066,28
2,1,3,500,10,0.0449404922384722,28
1,2,3,500,11,0.0639398145154434,28
2,2,3,500,12,0.0663131132123244,28
1,1,1,600,1,0.0929278928394601,28
2,1,1,600,2,0.106116197806842,28
1,2,1,600,3,0.0928163115814782,28
2,2,1,600,4,0.102177744319668,28
1,1,2,600,5,0.0592167420751515,28
2,1,2,600,6,0.0930233697506351,28
1,2,2,600,7,0.0606912237970523,28
2,2,2,600,8,0.0928903398302412,28
1,1,3,600,9,0.0929025486476451,28
2,1,3,600,10,0.109827246817078,28
1,2,3,600,11,0.092983231779788,28
2,2,3,600,12,0.11654882063338,28
1,1,1,700,1,0.162553084815954,28
2,1,1,700,2,0.202925629089028,28
1,2,1,700,3,0.166846540185051,28
2,2,1,700,4,0.193905873236647,28
1,1,2,700,5,0.136763549073245,28
2,1,2,700,6,0.196459539652796,28
1,2,2,700,7,0.13238579696388,28
2,2,2,700,8,0.188614911877077,28
1,1,3,700,9,0.175628001967667,28
2,1,3,700,10,0.207859819877807,28
1,2,3,700,11,0.150166137939849,28
2,2,3,700,12,0.195943603369286,28
1,1,1,800,1,0.261044574665285,28
2,1,1,800,2,0.326481943298356,28
1,2,1,800,3,0.266230916182712,28
2,2,1,800,4,0.310482075902981,28
1,1,2,800,5,0.247494068050308,28
2,1,2,800,6,0.329553664723939,28
1,2,2,800,7,0.233204403187654,28
2,2,2,800,8,0.312162532876185,28
1,1,3,800,9,0.287111677991251,28
2,1,3,800,10,0.332076994267689,28
1,2,3,800,11,0.233163473822062,28
2,2,3,800,12,0.299355098734329,28
1,1,1,900,1,0.380399407625516,28
2,1,1,900,2,0.465804833803932,28
1,2,1,900,3,0.382655106611788,28
2,2,1,900,4,0.441516293896408,28
1,1,2,900,5,0.382269444586304,28
2,1,2,900,6,0.480098269186293,28
1,2,2,900,7,0.355296526939539,28
2,2,2,900,8,0.452647733362033,28
1,1,3,900,9,0.418434169354114,28
2,1,3,900,10,0.471597425981482,28
1,2,3,900,11,0.336310693360528,28
2,2,3,900,12,0.41832519304386,28
1,1,1,1000,1,0.509427151303735,28
2,1,1,1000,2,0.607414453949675,28
1,2,1,1000,3,0.505192420629722,28
2,2,1,1000,4,0.574430123893393,28
1,1,2,1000,5,0.528236405912473,28
2,1,2,1000,6,0.63302954399024,28
1,2,2,1000,7,0.487694619723211,28
2,2,2,1000,8,0.596612115212425,28
1,1,3,1000,9,0.557688789348095,28
2,1,3,1000,10,0.613153325431945,28
1,2,3,1000,11,0.451214007107389,28
2,2,3,1000,12,0.542223759380879,28
1,1,1,1100,1,0.635423258460225,28
2,1,1,1100,2,0.737421993233134,28
1,2,1,1100,3,0.621925117380054,28
2,2,1,1100,4,0.696404467504272,28
1,1,2,1100,5,0.670777624967766,28
2,1,2,1100,6,0.772817771819669,28
1,2,2,1100,7,0.617895779287781,28
2,2,2,1100,8,0.730106736753886,28
1,1,3,1100,9,0.691728504161603,28
2,1,3,1100,10,0.743123358101497,28
1,2,3,1100,11,0.567868408966656,28
2,2,3,1100,12,0.659808752618997,28
1,1,1,1200,1,0.746160704773584,28
2,1,1,1200,2,0.843711577672121,28
1,2,1,1200,3,0.721787982987073,28
2,2,1,1200,4,0.796372038254732,28
1,1,2,1200,5,0.795830286238435,28
2,1,2,1200,6,0.885963797001506,28
1,2,2,1200,7,0.733756084340956,28
2,2,2,1200,8,0.840863408667917,28
1,1,3,1200,9,0.808167108015023,28
2,1,3,1200,10,0.849640570681063,28
1,2,3,1200,11,0.676078504485306,28
2,2,3,1200,12,0.760886490160038,28
1,1,1,1300,1,0.83177806969049,28
2,1,1,1300,2,0.917748646244205,28
1,2,1,1300,3,0.796249218255248,28
2,2,1,1300,4,0.86663311053017,28
1,1,2,1300,5,0.892077489160144,28
2,1,2,1300,6,0.963061105803041,28
1,2,2,1300,7,0.825308136282492,28
2,2,2,1300,8,0.920095746059673,28
1,1,3,1300,9,0.897219869884978,28
2,1,3,1300,10,0.924331862104411,28
1,2,3,1300,11,0.766905349060732,28
2,2,3,1300,12,0.837736111500784,28
1,1,1,1400,1,0.886170377234745,28
2,1,1,1400,2,0.95564908790239,28
1,2,1,1400,3,0.840482424953098,28
2,2,1,1400,4,0.90377404749627,28
1,1,2,1400,5,0.952553454076236,28
2,1,2,1400,6,1,28
1,2,2,1400,7,0.88613278472996,28
2,2,2,1400,8,0.96357272086173,28
1,1,3,1400,9,0.953012030240461,28
2,1,3,1400,10,0.963343212950155,28
1,2,3,1400,11,0.833858687613568,28
2,2,3,1400,12,0.88602809525534,28
1,1,1,1500,1,0.907619593859549,28
2,1,1,1500,2,0.958335007131666,28
1,2,1,1500,3,0.853811431575827,28
2,2,1,1500,4,0.908748862933683,28
1,1,2,1500,5,0.975359446637092,28
2,1,2,1500,6,0.998115419629588,28
1,2,2,1500,7,0.914030167572106,28
2,2,2,1500,8,0.971797656689848,28
1,1,3,1500,9,0.974120644043136,28
2,1,3,1500,10,0.967488497412802,28
1,2,3,1500,11,0.873618565488077,28
2,2,3,1500,12,0.905096487407834,28
1,1,1,1600,1,0.898593822365753,28
2,1,1,1600,2,0.930827647457397,28
1,2,1,1600,3,0.839388367771424,28
2,2,1,1600,4,0.886188401206027,28
1,1,2,1600,5,0.963413598279532,28
2,1,2,1600,6,0.963342783224271,28
1,2,2,1600,7,0.910908208198558,28
2,2,2,1600,8,0.949344824438759,28
1,1,3,1600,9,0.963304065802917,28
2,1,3,1600,10,0.941572742822525,28
1,2,3,1600,11,0.886183724643936,28
2,2,3,1600,12,0.89757841853003,28
1,1,1,400,1,0.0608990573013773,33
2,1,1,400,2,0.0990660575195224,33
1,2,1,400,3,0.078010191036458,33
2,2,1,400,4,0.0878580299680116,33
1,1,2,400,5,0.0454514717368457,33
2,1,2,400,6,0.0653400120736903,33
1,2,2,400,7,0.0209101403247281,33
2,2,2,400,8,0.0602994939209089,33
1,1,3,400,9,0.0729848168099379,33
2,1,3,400,10,0.0690419026461075,33
1,2,3,400,11,0.0295029146858747,33
2,2,3,400,12,0.058912120828951,33
1,1,1,500,1,0.0453005537929936,33
2,1,1,500,2,0.0647146499186396,33
1,2,1,500,3,0.0756044600206333,33
2,2,1,500,4,0.0550137721989762,33
1,1,2,500,5,0.0312976131151225,33
2,1,2,500,6,0.0322188106396453,33
1,2,2,500,7,0,33
2,2,2,500,8,0.0281976309497087,33
1,1,3,500,9,0.0734373924248139,33
2,1,3,500,10,0.0500989934911718,33
1,2,3,500,11,0.01032881867023,33
2,2,3,500,12,0.036590087741087,33
1,1,1,600,1,0.0542730089067725,33
2,1,1,600,2,0.050176301140209,33
1,2,1,600,3,0.100196172884914,33
2,2,1,600,4,0.0431219548346605,33
1,1,2,600,5,0.0425146087969302,33
2,1,2,600,6,0.0210937749276634,33
1,2,2,600,7,0.00861162652534113,33
2,2,2,600,8,0.0208764142544149,33
1,1,3,600,9,0.100081051883853,33
2,1,3,600,10,0.0548476531050248,33
1,2,3,600,11,0.0209603256442369,33
2,2,3,600,12,0.0400934324193042,33
1,1,1,700,1,0.0905593047051159,33
2,1,1,700,2,0.0608305689474084,33
1,2,1,700,3,0.153146175659928,33
2,2,1,700,4,0.057235337056273,33
1,1,2,700,5,0.0816259153331281,33
2,1,2,700,6,0.0372776955138465,33
1,2,2,700,7,0.0503434367369851,33
2,2,2,700,8,0.0437475508753322,33
1,1,3,700,9,0.154368925686861,33
2,1,3,700,10,0.0869822635731891,33
1,2,3,700,11,0.0654419580048784,33
2,2,3,700,12,0.0734980486136861,33
1,1,1,800,1,0.153934524610704,33
2,1,1,800,2,0.100126600713749,33
1,2,1,800,3,0.232312713481623,33
2,2,1,800,4,0.100213291877668,33
1,1,2,800,5,0.148118945790053,33
2,1,2,800,6,0.0839063805671029,33
1,2,2,800,7,0.124910045136024,33
2,2,2,800,8,0.0994136502929239,33
1,1,3,800,9,0.234744207389031,33
2,1,3,800,10,0.147700480046054,33
1,2,3,800,11,0.144075240058921,33
2,2,3,800,12,0.137792816960632,33
1,1,1,900,1,0.240884056058804,33
2,1,1,900,2,0.168777907673946,33
1,2,1,900,3,0.331982676886805,33
2,2,1,900,4,0.171986910786756,33
1,1,2,900,5,0.238183621198484,33
2,1,2,900,6,0.161173161936431,33
1,2,2,900,7,0.227717257199798,33
2,2,2,900,8,0.186879849103926,33
1,1,3,900,9,0.336546592524803,33
2,1,3,900,10,0.235223713632916,33
1,2,3,900,11,0.252885063235753,33
2,2,3,900,12,0.230327396738289,33
1,1,1,1000,1,0.344839091863432,33
2,1,1,1000,2,0.264295703616729,33
1,2,1,1000,3,0.443468610585354,33
2,2,1,1000,4,0.269222875345942,33
1,1,2,1000,5,0.345010122024365,33
2,1,2,1000,6,0.265938832496784,33
1,2,2,1000,7,0.350216205752762,33
2,2,2,1000,8,0.301302695195885,33
1,1,3,1000,9,0.452433951224528,33
2,1,3,1000,10,0.344742427527794,33
1,2,3,1000,11,0.383819819589054,33
2,2,3,1000,12,0.344851782663798,33
1,1,1,1100,1,0.456971750805155,33
2,1,1,1100,2,0.380992681607441,33
1,2,1,1100,3,0.556302762384926,33
2,2,1,1100,4,0.385494680849454,33
1,1,2,1100,5,0.459630092603566,33
2,1,2,1100,6,0.391831136782898,33
1,2,2,1100,7,0.481029355183818,33
2,2,2,1100,8,0.434380355096596,33
1,1,3,1100,9,0.573271650172883,33
2,1,3,1100,10,0.468831238437758,33
1,2,3,1100,11,0.525711159036976,33
2,2,3,1100,12,0.472194188641504,33
1,1,1,1200,1,0.567421269559345,33
2,1,1,1200,2,0.510503342814656,33
1,2,1,1200,3,0.65980931100305,33
2,2,1,1200,4,0.511970279462612,33
1,1,2,1200,5,0.572159083461519,33
2,1,2,1200,6,0.529858020119644,33
1,2,2,1200,7,0.607650878323585,33
2,2,2,1200,8,0.575352101916702,33
1,1,3,1200,9,0.689337000290926,33
2,1,3,1200,10,0.598285924540202,33
1,2,3,1200,11,0.665839718480577,33
2,2,3,1200,12,0.601479311221446,33
1,1,1,1300,1,0.666717085586186,33
2,1,1,1300,2,0.642762393523694,33
1,2,1,1300,3,0.744735003089753,33
2,2,1,1300,4,0.638516161151616,33
1,1,2,1300,5,0.673201649514333,33
2,1,2,1300,6,0.669456777845669,33
1,2,2,1300,7,0.718375880593423,33
2,2,2,1300,8,0.712438630343343,33
1,1,3,1300,9,0.791615457259461,33
2,1,3,1300,10,0.723248851931554,33
1,2,3,1300,11,0.791803617116031,33
2,2,3,1300,12,0.721661428214785,33
1,1,1,1400,1,0.747115501789786,33
2,1,1,1400,2,0.767284557807675,33
1,2,1,1400,3,0.804598798431001,33
2,2,1,1400,4,0.755027013202055,33
1,1,2,1400,5,0.755142472967439,33
2,1,2,1400,6,0.799811154373336,33
1,2,2,1400,7,0.804052936915219,33
2,2,2,1400,8,0.83445502477251,33
1,1,3,1400,9,0.872947879802276,33
2,1,3,1400,10,0.834431886058369,33
1,2,3,1400,11,0.893311476532267,33
2,2,3,1400,12,0.82307265980414,33
1,1,1,1500,1,0.803588987129861,33
2,1,1,1500,2,0.874522487444353,33
1,2,1,1500,3,0.836490191346729,33
2,2,1,1500,4,0.852741141314203,33
1,1,2,1500,5,0.813078116258236,33
2,1,2,1500,6,0.911212249946148,33
1,2,2,1500,7,0.859301453865743,33
2,2,2,1500,8,0.932292299090993,33
1,1,3,1500,9,0.928828043487464,33
2,1,3,1500,10,0.924229802896576,33
1,2,3,1500,11,0.963543667239007,33
2,2,3,1500,12,0.898687183886845,33
1,1,1,1600,1,0.83429426285385,33
2,1,1,1600,2,0.957061801283264,33
1,2,1,1600,3,0.8411833348552,33
2,2,1,1600,4,0.925307417486971,33
1,1,2,1600,5,0.845234510001926,33
2,1,2,1600,6,0.996230510399781,33
